id_objeto,titulo_original,cultura,periodo,clasificacion_original,nombre_objeto_original,material_original,url_objeto,url_imagen,motivo_filtrado,categoria_revision_v2,motivo_revision_v2,decision_auditoria,motivo_auditoria,observacion_auditoria,decision_sugerida
308283,Panel with Figures,Chancay,,Textiles-Woven,Textile fragment,"Cotton, paint",https://www.metmuseum.org/art/collection/search/308283,https://images.metmuseum.org/CRDImages/ao/original/DP221260.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'chancay'] | título sugiere objeto no textil: ['figure']",candidato_corpus_principal,título indica pieza textil principal con superficie útil,,,,revisar_para_corpus_principal
310695,Openwork Headband,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310695,https://images.metmuseum.org/CRDImages/ao/original/221102.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
310699,Openwork Headband,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310699,https://images.metmuseum.org/CRDImages/ao/original/221106.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
310697,Openwork Headband,Chancay,,Textiles-Non-Woven,Headband,Cotton,https://www.metmuseum.org/art/collection/search/310697,https://images.metmuseum.org/CRDImages/ao/original/221104.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,,,,revisar_para_secundario_o_principal
313135,Openwork Headband,Chancay,,Textiles-Costumes,Headband fragment,Cotton,https://www.metmuseum.org/art/collection/search/313135,https://images.metmuseum.org/CRDImages/ao/original/222466.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['headband'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
312669,Panel,Chancay,,Textiles-Woven,Panel,"Cotton, paint",https://www.metmuseum.org/art/collection/search/312669,https://images.metmuseum.org/CRDImages/ao/original/1979_206_459_EX_01.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
310059,Painted Woven Panel,Chancay,,Textiles-Woven,Panel,"Cotton, paint",https://www.metmuseum.org/art/collection/search/310059,https://images.metmuseum.org/CRDImages/ao/original/vs1978_412_13.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['woven'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307943,Fragment,Chancay,,Textiles-Woven,Fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307943,https://images.metmuseum.org/CRDImages/ao/original/DP101351.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
307940,Fragment,Chancay,,Textiles-Woven,Textile fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307940,https://images.metmuseum.org/CRDImages/ao/original/72153.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
308290,Fragment,Chancay,,Textiles-Woven,Panel,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/308290,https://images.metmuseum.org/CRDImages/ao/original/175775.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
307806,Tapestry Border Fragment with Tab Fringes,Chancay,,Textiles-Woven,Border fragment,"Camelid hair, cotton",https://www.metmuseum.org/art/collection/search/307806,https://images.metmuseum.org/CRDImages/ao/original/vs09_50_1085.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos textiles: ['tapestry'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,fragmento textil potencialmente útil; requiere revisión visual,,,,revisar_para_corpus_principal
313121,Panel,Chancay,,Textiles-Woven,Panel,"Cotton, camelid hair",https://www.metmuseum.org/art/collection/search/313121,https://images.metmuseum.org/CRDImages/ao/original/222448.jpg,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton', 'camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'chancay']",candidato_corpus_principal,pieza textil con superficie o composición potencialmente útil,,,,revisar_para_corpus_principal
