id_registro,id_objeto,fuente,institucion,imagen_local,titulo_original,titulo_es_sugerido,descripcion_oficial,cultura,periodo,fecha_objeto,procedencia,tipo_objeto,tipo_superficie,corpus_analisis,motivo_superficie,material,material_normalizado,tecnica,colores,color_dominante,contraste,densidad_visual,motivos,familia_iconografica,simetria,composicion,descripcion,licencia,estado_metadata,estado_anotacion,observaciones,decision_filtro,puntaje_filtro,motivo_filtrado,fecha_descarga,fecha_anotacion,posible_duplicado_suave,motivo_corpus_secundario,origen_curacion,destino_curacion_final,clasificacion_original,nombre_objeto_original,material_original,url_objeto,url_imagen,categoria_revision_v2,motivo_revision_v2,decision_sugerida,decision_auditoria,motivo_auditoria,observacion_auditoria,decision_curacion_final,motivo_curacion_final
,315773,,,,Sling Shot,,,Inca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Woven,Sling shot,Camelid hair,https://www.metmuseum.org/art/collection/search/315773,https://images.metmuseum.org/CRDImages/ao/original/250471.jpg,secundario_artefacto_textil,artefacto textil funcional; conservar como secundario o revisar aparte,pasar_a_corpus_secundario,pasar_a_corpus_secundario,faja_o_banda_util_secundario,,pasar_a_corpus_secundario,faja_o_banda_util_secundario
,319523,,,,Tunic Panel,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Featherwork,Tunic panel,"Cotton, feathers",https://www.metmuseum.org/art/collection/search/319523,https://images.metmuseum.org/CRDImages/ao/original/hzTR554_2004.jpg,secundario_featherwork,textil con plumas; conservar en corpus secundario,pasar_a_corpus_secundario,pasar_a_corpus_secundario,patron_geometrico_legible,,pasar_a_corpus_secundario,patron_geometrico_legible
,316983,,,,Four-Cornered Hat,,,Tiwanaku,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316983,https://images.metmuseum.org/CRDImages/ao/original/DP-29592-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316981,,,,Four-Cornered Hat,,,Tiwanaku,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316981,https://images.metmuseum.org/CRDImages/ao/original/DP-29590-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316342,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316342,https://images.metmuseum.org/CRDImages/ao/original/DP-29624-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316727,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316727,https://images.metmuseum.org/CRDImages/ao/original/DP-29608-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,314620,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314620,https://images.metmuseum.org/CRDImages/ao/original/DP-29602-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316968,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316968,https://images.metmuseum.org/CRDImages/ao/original/DP-29615-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316972,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316972,https://images.metmuseum.org/CRDImages/ao/original/DP-29619-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316975,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316975,https://images.metmuseum.org/CRDImages/ao/original/DP-29627-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316964,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316964,https://images.metmuseum.org/CRDImages/ao/original/DP-29611-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316977,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316977,https://images.metmuseum.org/CRDImages/ao/original/DP-29629-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316969,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316969,https://images.metmuseum.org/CRDImages/ao/original/DP-29616-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316988,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316988,https://images.metmuseum.org/CRDImages/ao/original/DP-29630-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316976,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316976,https://images.metmuseum.org/CRDImages/ao/original/DP-29628-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316971,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316971,https://images.metmuseum.org/CRDImages/ao/original/DP-29618-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316967,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316967,https://images.metmuseum.org/CRDImages/ao/original/DP-29614-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316974,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316974,https://images.metmuseum.org/CRDImages/ao/original/DP-29626-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316973,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316973,https://images.metmuseum.org/CRDImages/ao/original/DP-29620-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316343,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316343,https://images.metmuseum.org/CRDImages/ao/original/DP-29625-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316341,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316341,https://images.metmuseum.org/CRDImages/ao/original/DP-29623-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316340,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316340,https://images.metmuseum.org/CRDImages/ao/original/DP-29622-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,314622,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314622,https://images.metmuseum.org/CRDImages/ao/original/DP-29603-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,314624,,,,Four-Cornered Hat,,,Wari,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/314624,https://images.metmuseum.org/CRDImages/ao/original/DP-29605-001.jpg,revision_prenda_iconografica_prioritaria,prenda Wari/Tiwanaku con posible valor iconográfico,revisar_para_corpus_principal_o_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,316955,,,,Cap,,,Peruvian,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Costumes,Hat,Camelid hair,https://www.metmuseum.org/art/collection/search/316955,https://images.metmuseum.org/CRDImages/ao/original/DP-30089-001.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,314614,,,,Cap Woven with Human Hair,,,Inca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Woven,Hat,"Camelid hair, human hair",https://www.metmuseum.org/art/collection/search/314614,https://images.metmuseum.org/CRDImages/ao/original/DP-30090-001.jpg,revision_prenda_accesorio,prenda/accesorio textil; revisar si aporta patrón o iconografía,revisar_para_secundario,pasar_a_corpus_secundario,prenda_tridimensional_util,,pasar_a_corpus_secundario,prenda_tridimensional_util
,312933,,,,Headband,,,Nasca,,,,,,,,,,,,,,,,,,,,Dominio público / Open Access según metadata de The Met,,,,,,,,,,,auditoria_aceptados_no_piloto,corpus_secundario,Textiles-Woven,Headdress,Camelid fiber,https://www.metmuseum.org/art/collection/search/312933,https://images.metmuseum.org/CRDImages/ao/original/DP-26538-001.jpg,revision_formato_longitudinal,formato longitudinal; revisar si aporta motivos útiles,revisar_para_secundario_o_principal,pasar_a_corpus_secundario,faja_o_banda_util_secundario,,pasar_a_corpus_secundario,faja_o_banda_util_secundario
