grupo_revision,id_objeto,titulo_original,cultura,clasificacion_original,material_original,puntaje_filtro,revision_visual,accion_sugerida,observaciones_revision,titulo_es_sugerido,periodo,pais,region,nombre_objeto_original,decision_filtro,estado_filtrado,motivo_filtrado,url_objeto,url_imagen,url_imagen_miniatura
rechazado_por_filtro,310664,Panpiper-shaped vessel,Chimú,Metal-Containers,"Silver, malachite, resin",-16,,,,,,Peru,North Coast,Vessel,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['silver'] | título sugiere objeto no textil: ['vessel'] | nombre de objeto sugiere objeto no textil: ['vessel']",https://www.metmuseum.org/art/collection/search/310664,https://images.metmuseum.org/CRDImages/ao/original/DT10206.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DT10206.jpg
rechazado_por_filtro,484848,Alquimia 13 (Alchemy 13),,Textiles-Tapestries,"Linen, rice paper, gesso, indigo red and gold leaf",1,,,,Objeto textil,,,,Wall hanging,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material sugiere objeto no textil: ['gold']",https://www.metmuseum.org/art/collection/search/484848,,
rechazado_por_filtro,312801,Plume,Inca (?),Metal-Ornaments,Gold,-8,,,,,,Peru,,Plume,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold']",https://www.metmuseum.org/art/collection/search/312801,https://images.metmuseum.org/CRDImages/ao/original/DP-25935-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25935-001.jpg
rechazado_por_filtro,313133,Boulder figure,Recuay,Stone-Sculpture,Stone,-16,,,,,,Peru,,Figure,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru'] | clasificación sugiere objeto no textil: ['sculpture', 'stone'] | material sugiere objeto no textil: ['stone'] | título sugiere objeto no textil: ['figure'] | nombre de objeto sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/313133,https://images.metmuseum.org/CRDImages/ao/original/DP-33907-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-33907-001.jpg
rechazado_por_filtro,90307,Tupu (pin),Peruvian,Metal-Ornaments,"Silver, glass",-16,,,,,,Peru,,Stickpin,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'peruvian'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['silver'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/90307,,
rechazado_por_filtro,126670,Textile,Peruvian,Textiles,"Glass beads, cotton (?) string",17,,,,Objeto textil,,Peru,,Textile,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['cotton'] | título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'peruvian']",https://www.metmuseum.org/art/collection/search/126670,,
rechazado_por_filtro,320430,Needle,Peruvian,Textiles-Implements,Wood,2,,,,Objeto textil,,Peru,,Needle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/320430,https://images.metmuseum.org/CRDImages/ao/original/DP-27955-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27955-001.jpg
rechazado_por_filtro,320431,Needle,Peruvian,Textiles-Implements,Wood,2,,,,Objeto textil,,Peru,,Needle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/320431,https://images.metmuseum.org/CRDImages/ao/original/DP-27956-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27956-001.jpg
rechazado_por_filtro,320429,Needle,Peruvian,Textiles-Implements,Wood,2,,,,Objeto textil,,Peru,,Needle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/320429,https://images.metmuseum.org/CRDImages/ao/original/DP-27954-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27954-001.jpg
rechazado_por_filtro,316866,Needle,Peruvian,Textiles-Implements,Wood,2,,,,Objeto textil,,Peru,,Needle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/316866,https://images.metmuseum.org/CRDImages/ao/original/DP-27953-002.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27953-002.jpg
rechazado_por_filtro,309275,Wooden Spindle (?),Peruvian,Textiles-Implements,Wood,-6,,,,Objeto textil,,Peru,,Spindle (?),rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/309275,https://images.metmuseum.org/CRDImages/ao/original/64.228.750.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.750.jpg
rechazado_por_filtro,309277,Wooden Loom Bar,Peruvian,Textiles-Implements,Wood,2,,,,Objeto textil,,Peru,,Loom bar,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/309277,https://images.metmuseum.org/CRDImages/ao/original/64.228.752.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.752.jpg
rechazado_por_filtro,309272,Wooden Spindle,Peruvian,Textiles-Implements,Wood,-6,,,,Objeto textil,,Peru,,Spindle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/309272,https://images.metmuseum.org/CRDImages/ao/original/64.228.747.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.747.jpg
rechazado_por_filtro,309276,Wooden Loom Bar,Peruvian,Textiles-Implements,Wood,2,,,,Objeto textil,,Peru,,Loom bar,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/309276,https://images.metmuseum.org/CRDImages/ao/original/64.228.751.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/64.228.751.jpg
rechazado_por_filtro,316857,Spindle,Peruvian,Textiles-Implements,"Wood, paint",-6,,,,Objeto textil,,Peru,,Spindle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/316857,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg
rechazado_por_filtro,316860,Spindle,Peruvian,Textiles-Implements,"Wood, paint",-6,,,,Objeto textil,,Peru,,Spindle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/316860,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg
rechazado_por_filtro,316859,Spindle,Peruvian,Textiles-Implements,"Wood, paint",-6,,,,Objeto textil,,Peru,,Spindle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/316859,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg
rechazado_por_filtro,316858,Spindle,Peruvian,Textiles-Implements,"Wood, paint",-6,,,,Objeto textil,,Peru,,Spindle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/316858,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg
rechazado_por_filtro,316861,Spindle,Peruvian,Textiles-Implements,"Wood, paint",-6,,,,Objeto textil,,Peru,,Spindle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['wood'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/316861,https://images.metmuseum.org/CRDImages/ao/original/vs1994.35.29--33d.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1994.35.29--33d.jpg
rechazado_por_filtro,316914,Feathered Ornament,Peruvian,Textiles-Featherwork,"Cotton, feathers",2,,,,Objeto textil,,Peru,,Ornament,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/316914,https://images.metmuseum.org/CRDImages/ao/original/DP101345b.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP101345b.jpg
rechazado_por_filtro,315654,Copper Needle,Peruvian,Textiles-Implements,Copper,2,,,,Objeto textil,,Peru,,Needle,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | evidencia cultural/geográfica andina: ['peru', 'peruvian'] | material sugiere objeto no textil: ['copper']",https://www.metmuseum.org/art/collection/search/315654,https://images.metmuseum.org/CRDImages/ao/original/vs1987_394_606.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vs1987_394_606.jpg
rechazado_por_filtro,312943,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312943,https://images.metmuseum.org/CRDImages/ao/original/DP-25877-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25877-001.jpg
rechazado_por_filtro,312942,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312942,https://images.metmuseum.org/CRDImages/ao/original/DP-25876-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25876-001.jpg
rechazado_por_filtro,312944,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312944,https://images.metmuseum.org/CRDImages/ao/original/DP-25878-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25878-001.jpg
rechazado_por_filtro,312946,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312946,https://images.metmuseum.org/CRDImages/ao/original/DP-25880-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25880-001.jpg
rechazado_por_filtro,312941,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312941,https://images.metmuseum.org/CRDImages/ao/original/DP-25875-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25875-001.jpg
rechazado_por_filtro,312945,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312945,https://images.metmuseum.org/CRDImages/ao/original/DP-25879-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25879-001.jpg
rechazado_por_filtro,312248,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312248,https://images.metmuseum.org/CRDImages/ao/original/DP-25881-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25881-001.jpg
rechazado_por_filtro,312250,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312250,https://images.metmuseum.org/CRDImages/ao/original/DP-25883-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25883-001.jpg
rechazado_por_filtro,312249,Textile ornament,Nasca,Metal-Ornaments,Gold,-13,,,,Objeto textil,,Peru,South Coast,Ornament,rechazar,rechazado,"título contiene términos textiles: ['textile'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312249,https://images.metmuseum.org/CRDImages/ao/original/DP-25882-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25882-001.jpg
rechazado_por_filtro,310652,Bottle with caiman,Cupisnique,Ceramics-Containers,"Ceramic, post-fire paint (cinnabar)",-16,,,,,,Peru,Tembladera,Bottle,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['bottle'] | nombre de objeto sugiere objeto no textil: ['bottle']",https://www.metmuseum.org/art/collection/search/310652,https://images.metmuseum.org/CRDImages/ao/original/DP-23559-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23559-001.jpg
rechazado_por_filtro,315703,Feathered Crown,Chimú,Feathers-Costumes,"Feathers (Paradise Tanager, Macaw), cotton, skin, cane, copper",1,,,,,,Peru,,Crown,rechazar,rechazado,"material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | material sugiere objeto no textil: ['copper']",https://www.metmuseum.org/art/collection/search/315703,https://images.metmuseum.org/CRDImages/ao/original/DP230213.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP230213.jpg
rechazado_por_filtro,312254,Ornamental disk,Chimú,Metal-Ornaments,Gold,-12,,,,,,Peru,North Coast,Disk,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament']",https://www.metmuseum.org/art/collection/search/312254,https://images.metmuseum.org/CRDImages/ao/original/DP-25936-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25936-001.jpg
rechazado_por_filtro,315751,Scepter wand with feathers,Chimú or Chancay,Metal-Ornaments,"Silver, feathers",-8,,,,,,Peru,,Scepter,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'chancay', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['silver']",https://www.metmuseum.org/art/collection/search/315751,https://images.metmuseum.org/CRDImages/ao/original/DP230136.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP230136.jpg
rechazado_por_filtro,229102,Dress for a statuette,,Textiles-Woven,"Polychromed lead, glass; silver; silk and silver-gilt lace",1,,,,Objeto textil,,,,Dress,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material sugiere objeto no textil: ['silver']",https://www.metmuseum.org/art/collection/search/229102,https://images.metmuseum.org/CRDImages/es/original/DP-13509-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-13509-001.jpg
rechazado_por_filtro,229103,Capelet for a statuette,,Textiles-Woven,"Polychromed lead, glass; silver; silk and silver-gilt lace",1,,,,Objeto textil,,,,Capelet,rechazar,rechazado,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material sugiere objeto no textil: ['silver']",https://www.metmuseum.org/art/collection/search/229103,https://images.metmuseum.org/CRDImages/es/original/DP-13509-001.jpg,https://images.metmuseum.org/CRDImages/es/web-large/DP-13509-001.jpg
rechazado_por_filtro,315761,Miniature bottle,Chimú or Chancay,Metal-Containers,Silver,-16,,,,,,Peru,North or Central Coast,Bottle,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'chancay', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['silver'] | título sugiere objeto no textil: ['bottle'] | nombre de objeto sugiere objeto no textil: ['bottle']",https://www.metmuseum.org/art/collection/search/315761,https://images.metmuseum.org/CRDImages/ao/original/DP-27250-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27250-001.jpg
rechazado_por_filtro,315748,Miniature slingshot,Chimú or Chancay,Metal-Implements,"Silver, feathers, wood",-8,,,,,,Peru,North or Central Coast,Sling shot,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'chancay', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['silver', 'wood']",https://www.metmuseum.org/art/collection/search/315748,https://images.metmuseum.org/CRDImages/ao/original/DP-27319-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27319-001.jpg
rechazado_por_filtro,317796,Crown,Chimú,Metal-Ornaments,Gold,-8,,,,,,Peru,,Crown,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'chimú', 'chimu'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold']",https://www.metmuseum.org/art/collection/search/317796,https://images.metmuseum.org/CRDImages/ao/original/DP-27415-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27415-001.jpg
rechazado_por_filtro,308482,Rattle bowl with flying figure (Oculate Being),Paracas,Ceramics-Containers,"Ceramic, post-fire paint",-16,,,,,,Peru,Ica Valley,Bowl,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'paracas'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['bowl', 'figure'] | nombre de objeto sugiere objeto no textil: ['bowl']",https://www.metmuseum.org/art/collection/search/308482,https://images.metmuseum.org/CRDImages/ao/original/DP-23569-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23569-001.jpg
rechazado_por_filtro,313226,Funerary staff,Inca,Wood-Sculpture,"Wood, paint",-8,,,,,,Peru,South Coast,Staff,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['sculpture'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/313226,https://images.metmuseum.org/CRDImages/ao/original/DP-23808-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23808-001.jpg
rechazado_por_filtro,313053,Funerary staff,Inca,Wood-Sculpture,"Wood, paint",-8,,,,,,Peru,,Tomb staff,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['sculpture'] | material sugiere objeto no textil: ['wood']",https://www.metmuseum.org/art/collection/search/313053,https://images.metmuseum.org/CRDImages/ao/original/DP-23809-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23809-001.jpg
rechazado_por_filtro,315486,Tumi (knife) with a talon,Inca,Metal-Implements,Tin bronze,-16,,,,,,Peru,,Knife,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal'] | material sugiere objeto no textil: ['bronze'] | título sugiere objeto no textil: ['knife'] | nombre de objeto sugiere objeto no textil: ['knife']",https://www.metmuseum.org/art/collection/search/315486,https://images.metmuseum.org/CRDImages/ao/original/DP108299.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP108299.jpg
rechazado_por_filtro,309943,Miniature male effigy,Inca,Sculpture-Sheet metal,Gold-silver alloy,-12,,,,,,"Ecuador, Peru, Bolivia, Chile, or Argentina",,Figure,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal', 'sculpture'] | material sugiere objeto no textil: ['gold', 'silver', 'alloy'] | nombre de objeto sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/309943,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-014.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-014.jpg
rechazado_por_filtro,309944,Miniature female effigy,Inca,Sculpture-Sheet metal,Gold-silver alloy,-12,,,,,,"Ecuador, Peru, Bolivia, Chile, or Argentina",,Figure,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal', 'sculpture'] | material sugiere objeto no textil: ['gold', 'silver', 'alloy'] | nombre de objeto sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/309944,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-023.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-023.jpg
rechazado_por_filtro,309960,Miniature camelid effigy,Inca,Metalwork-Sculpture,"Silver, gold, copper alloy",-9,,,,,,"Ecuador, Peru, Bolivia, Chile, or Argentina",,Figure,rechazar,rechazado,"título contiene términos textiles: ['camelid'] | evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metalwork', 'metal', 'sculpture'] | material sugiere objeto no textil: ['gold', 'silver', 'copper', 'alloy'] | nombre de objeto sugiere objeto no textil: ['figure']",https://www.metmuseum.org/art/collection/search/309960,https://images.metmuseum.org/CRDImages/ao/original/DP-13440-031.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-13440-031.jpg
rechazado_por_filtro,309227,Tupu (pin),Inca,Metal-Ornaments,Copper alloy,-16,,,,,,Peru,,Pin,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['copper', 'alloy'] | título sugiere objeto no textil: ['pin'] | nombre de objeto sugiere objeto no textil: ['pin']",https://www.metmuseum.org/art/collection/search/309227,https://images.metmuseum.org/CRDImages/ao/original/DP-27241-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-27241-001.jpg
rechazado_por_filtro,310520,Urpu (jar),Inca,Ceramics-Containers,"Ceramic, slip",-16,,,,,,Peru,,Bottle,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['ceramics', 'ceramic'] | material sugiere objeto no textil: ['ceramic'] | título sugiere objeto no textil: ['jar'] | nombre de objeto sugiere objeto no textil: ['bottle']",https://www.metmuseum.org/art/collection/search/310520,https://images.metmuseum.org/CRDImages/ao/original/DP-24355-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-24355-001.jpg
rechazado_por_filtro,313224,Ceremonial digging stick,Inca,Wood-Sculpture,"Wood, paint, metal",-8,,,,,,Peru,South Coast,Tomb post,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['sculpture'] | material sugiere objeto no textil: ['metal', 'wood']",https://www.metmuseum.org/art/collection/search/313224,https://images.metmuseum.org/CRDImages/ao/original/DP-23802-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23802-001.jpg
rechazado_por_filtro,313223,Ceremonial digging stick,Inca,Wood-Sculpture,"Wood, metal, paint, silver",-8,,,,,,Peru,South Coast,Tomb post,rechazar,rechazado,"evidencia cultural/geográfica andina: ['peru', 'inca'] | clasificación sugiere objeto no textil: ['sculpture'] | material sugiere objeto no textil: ['silver', 'metal', 'wood']",https://www.metmuseum.org/art/collection/search/313223,https://images.metmuseum.org/CRDImages/ao/original/DP-23804-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-23804-001.jpg
